REF;NAME;PVP03;PVP04;PVP02
38543;SUDADERA ROX R-FORTITUDE INFANTIL -6/14- NEGRO, VERDE, ROYAL, MARINO-;9.95;9.95;11.44
38544;SUDADERA ROX R-FORTITUDE MUJER -XS/XL- NEGRO, ROJO, BLANCO, MARINO-;9.95;9.95;11.44
38650;BAÑADOR ROX R-OPEN ADULTO -S/XXL-COLORES VARIADOS-;5.45;5.45;6.27
38651;BAÑADOR ROX R-OPEN INFANTIL -6/14-COLORES VARIADOS-;4.95;4.95;5.69
39220;PULSOMETRO SIGMA ID.GO -ROJO, NEGRO, VERDE, MORADO-;19.9;19.9;19.9
39221;PULSOMETRO ÓPTICO SIGMA ID.LIFE  -ROJO, NEGRO, VERDE-;37.96;37.96;37.96
39224;PULSOMETRO SIGMA PC.15.11 -ROJO, GRIS, AZUL, MENTA-;22.3;22.3;22.3
40301;OVERGRIP WILSON -UNIDAD- NEGRO, BLANCO, VERDE, AMARILLO, NARANJA, VIOLETA, ROSA-;0.54;0.54;0.54
41749;TARRO 30 OVERGRIPS HIGER PADEL;11.95;11.95;11.95
41750;PALA PADEL HIGER PADEL PREDATOR -NARANJA, AMARILLO FLÚOR, AZUL-;24.95;24.95;24.95
42833;RAQUETA TENIS DURUSS SCAMPINI;49.5;54.45;59.4
42834;RAQUETA TENIS DURUSS AMETHYST;27;29.7;32.4
42835;RAQUETA TENIS DURUSS CEYLONITE;29.5;32.45;35.4
42836;RAQUETA TENIS DURUSS CHRYSOLITE;14.95;16.45;17.94
43001.002.1;DISTINTIVO CAPITAN REGULABLE JR. SOFTEE -BLANCO, ROJO, AMARILLO, ROYAL, AMARILLO FLUOR, NARANJA FLUOR-;1.1;1.21;1.32
43001.002.2;DISTINTIVO CAPITAN REGULABLE SR. SOFTEE -BLANCO, ROJO, AMARILLO, ROYAL, AMARILLO FLUOR, NARANJA FLUOR, VIOLETA-;1.2;1.32;1.44
43002;DISTINTIVO DELEGADO REGULABLE SOFTEE -BLANCO, VERDE, MARINO, AMARILLO FLÚOR, NARANJA FLÚOR-;1.2;1.32;1.44
49000.002.1;KARATEGUI YOSIHIRO -KIMONO KARATE- ALG. -INCL. CINTURON BLANCO -KARATE/JUDO: 000/110C, Color: BLANCO;10.5;11.55;12.6
49000.002.10;KARATEGUI YOSIHIRO -KIMONO KARATE- ALG. -INCL. CINTURON BLANCO -Color: BLANCO, KARATE/JUDO: 7/200CM;23.2;25.52;27.84
49000.002.2;KARATEGUI YOSIHIRO -KIMONO KARATE- ALG. -INCL. CINTURON BLANCO -Color: BLANCO, KARATE/JUDO: 00/120CM;11;12.1;13.2
49000.002.3;KARATEGUI YOSIHIRO -KIMONO KARATE- ALG. -INCL. CINTURON BLANCO -Color: BLANCO, KARATE/JUDO: 0/130CM;11.3;12.43;13.56
49000.002.4;KARATEGUI YOSIHIRO -KIMONO KARATE- ALG. -INCL. CINTURON BLANCO -Color: BLANCO, KARATE/JUDO: 1/140CM;11.8;12.98;14.16
49000.002.5;KARATEGUI YOSIHIRO -KIMONO KARATE- ALG. -INCL. CINTURON BLANCO -Color: BLANCO, KARATE/JUDO: 2/150CM;12.4;13.64;14.88
49000.002.6;KARATEGUI YOSIHIRO -KIMONO KARATE- ALG. -INCL. CINTURON BLANCO -Color: BLANCO, KARATE/JUDO: 3/160CM;12.9;14.19;15.48
49000.002.7;KARATEGUI YOSIHIRO -KIMONO KARATE- ALG. -INCL. CINTURON BLANCO -Color: BLANCO, KARATE/JUDO: 4/170CM;14.8;16.28;17.76
49000.002.8;KARATEGUI YOSIHIRO -KIMONO KARATE- ALG. -INCL. CINTURON BLANCO -Color: BLANCO, KARATE/JUDO: 5/180CM;15.8;17.38;18.96
49000.002.9;KARATEGUI YOSIHIRO -KIMONO KARATE- ALG. -INCL. CINTURON BLANCO -Color: BLANCO, KARATE/JUDO: 6/190CM;16.9;18.59;20.28
49001.002.1;JUDOGI YOSIHIRO -KIMONO JUDO- 100% ALG. -INCL. CINTURON BLANCO- KARATE/JUDO: 000/110C, Color: BLANCO;12.5;13.75;15
49001.002.10;JUDOGI YOSIHIRO -KIMONO JUDO- 100% ALG. -INCL. CINTURON BLANCO-Color: BLANCO, KARATE/JUDO: 7/200CM;23.2;25.52;27.84
49001.002.2;JUDOGI YOSIHIRO -KIMONO JUDO- 100% ALG. -INCL. CINTURON BLANCO-Color: BLANCO, KARATE/JUDO: 00/120CM;13.1;14.41;15.72
49001.002.3;"JUDOGI YOSIHIRO -KIMONO JUDO- 100% ALG. -INCL. CINTURON BLANCO-Color: BLANCO, KARATE/JUDO: 0/130CM
";14.9;16.39;17.88
49001.002.4;JUDOGI YOSIHIRO -KIMONO JUDO- 100% ALG. -INCL. CINTURON BLANCO-Color: BLANCO, KARATE/JUDO: 1/140CM;15.7;17.27;18.84
49001.002.5;JUDOGI YOSIHIRO -KIMONO JUDO- 100% ALG. -INCL. CINTURON BLANCO-Color: BLANCO, KARATE/JUDO: 2/150CM;16.8;18.48;20.16
49001.002.6;JUDOGI YOSIHIRO -KIMONO JUDO- 100% ALG. -INCL. CINTURON BLANCO-Color: BLANCO, KARATE/JUDO: 3/160CM;18.1;19.91;21.72
49001.002.7;JUDOGI YOSIHIRO -KIMONO JUDO- 100% ALG. -INCL. CINTURON BLANCO-Color: BLANCO, KARATE/JUDO: 4/170CM;20.9;22.99;25.08
49001.002.8;JUDOGI YOSIHIRO -KIMONO JUDO- 100% ALG. -INCL. CINTURON BLANCO-Color: BLANCO, KARATE/JUDO: 5/180CM;21.8;23.98;26.16
49001.002.9;JUDOGI YOSIHIRO -KIMONO JUDO- 100% ALG. -INCL. CINTURON BLANCO-Color: BLANCO, KARATE/JUDO: 6/190CM;22.5;24.75;27
49001.028.1;JUDOGI YOSIHIRO -KIMONO JUDO- 100% ALG. -INCL. CINTURON BLANCO-Color: AZUL, KARATE/JUDO: 000/110C;13.5;14.85;16.2
49001.028.10;JUDOGI YOSIHIRO -KIMONO JUDO- 100% ALG. -INCL. CINTURON BLANCO-Color: AZUL, KARATE/JUDO: 7/200CM;24.1;26.51;28.92
49001.028.2;JUDOGI YOSIHIRO -KIMONO JUDO- 100% ALG. -INCL. CINTURON BLANCO-Color: AZUL, KARATE/JUDO: 00/120CM;14.1;15.51;16.92
49001.028.3;JUDOGI YOSIHIRO -KIMONO JUDO- 100% ALG. -INCL. CINTURON BLANCO-Color: AZUL, KARATE/JUDO: 0/130CM;15.9;17.49;19.08
49001.028.4;JUDOGI YOSIHIRO -KIMONO JUDO- 100% ALG. -INCL. CINTURON BLANCO-Color: AZUL, KARATE/JUDO: 1/140CM;16.7;18.37;20.04
49001.028.5;JUDOGI YOSIHIRO -KIMONO JUDO- 100% ALG. -INCL. CINTURON BLANCO-Color: AZUL, KARATE/JUDO: 2/150CM;17.8;19.58;21.36
49001.028.6;JUDOGI YOSIHIRO -KIMONO JUDO- 100% ALG. -INCL. CINTURON BLANCO-Color: AZUL, KARATE/JUDO: 3/160CM;19.1;21.01;22.92
49001.028.7;JUDOGI YOSIHIRO -KIMONO JUDO- 100% ALG. -INCL. CINTURON BLANCO-Color: AZUL, KARATE/JUDO: 4/170CM;21.9;24.09;26.28
49001.028.8;JUDOGI YOSIHIRO -KIMONO JUDO- 100% ALG. -INCL. CINTURON BLANCO-Color: AZUL, KARATE/JUDO: 5/180CM;22.8;25.08;27.36
49001.028.9;JUDOGI YOSIHIRO -KIMONO JUDO- 100% ALG. -INCL. CINTURON BLANCO-Color: AZUL, KARATE/JUDO: 6/190CM;23.5;25.85;28.2
49002.001.11;CINTURON KARATE/JUDO YOSIHIRO 100% ALGODÓN -SR/JR-  NEGRO, MARRON, AZUL, VERDE, NARANJA, AMARILLO, BLANCO, BLANCO/AMARILLO, AMARILLO/NARANJA, NARANJA/VERDE, VERDE/AZUL, AZUL/MARRÓN, MARRÓN/NEGRO-;1.98;2.18;2.38
71159.003.1;PONCHO HYDRA ADULTO -ROJO, VERDE, AMARILLO, ROSA, AZUL;0.95;1.05;1.14
71159.003.2;PONCHO HYDRA INFANTIL -ROJO, VERDE, AMARILLO, ROSA, AZUL;0.75;0.83;0.9
71160;PONCHO LAKE COMPACTO -TRANSLÚCIDO;1.25;1.38;1.5
74030;POLO PADEL SOFTEE K3 -S/XXL- MARINO/CELESTE/ BLANCO, BLANCO/MARINO/CELESTE, VERDE/ NEGRO/ BLANCO-;7.95;7.95;9.14
74031;POLO PADEL SOFTEE K3 NIÑO -6/14  -BLANCO/MARINO/CELESTE-;7.95;7.95;9.14
74032;POLO PADEL SOFTEE START -S/XXL- NEGRO/ BLANCO/ ROYAL, MARINO/ BLANCO/ ROJO-;6.95;6.95;7.99
74033;POLO PADEL SOFTEE START NIÑO -6/14- MARINO/BLANCO/ROJO-;6.95;6.95;7.99
74036;POLO PADEL SOFTEE REFLEX -S/XXL- AMARILLO FLÚOR/ NEGRO, MARINO/ ROYAL, NARANJA FLÚOR/ NEGRO-;3.95;3.95;4.54
74040;PANTALÓN PADEL SOFTEE K3 -S/XXL- NEGRO/BLANCO/VERDE, MARINO/BLANCO/CELESTE-;7.5;7.5;8.63
74041;PANTALÓN PADEL SOFTEE K3 NIÑO -8/14-  MARINO/BLANCO/CELESTE-;5.95;5.95;6.84
74042;PANTALÓN PADEL SOFTEE CLUB -S/XXL -NEGRO, BLANCO, ROYAL, MARINO-;6.5;6.5;7.48
74043;PANTALÓN PADEL SOFTEE CLUB NIÑO -4-6/12-14- NEGRO, BLANCO, ROYAL, MARINO-;6.5;6.5;7.48
74045;SUDADERA SOFTEE PADEL MATCH ADULTO S/XXL-;8.5;8.5;9.78
74048;SUDADERA PADEL SOFTEE PREMIUM HOMBRE -S/XXL-;9.9;9.9;11.39
74050;CAMISETA PADEL SOFTEE CLUB -S, XXL- BLANCO/ROJO/NEGRO, NEGRO/BLANCO/ROJO, ROYAL/BLANCO/NEGRO-;5.95;5.95;6.84
74052;CAMISETA PADEL SOFTEE CLUB MUJER -XS/XL-;5.95;5.95;6.84
74072;CAMISETA SISA PADEL SOFTEE RISK MUJER -XS/XL-;7.5;7.5;8.63
74075;VESTIDO SOFTEE PADEL  ATENEA -XS/XL-;13.95;13.95;16.04
74080;FALDA SOFTEE HYDRA-XS-XL-;9.95;9.95;11.44
74083;FALDA SOFTEE CLUB NEW CON BOLSILLO -XS-XL-;8.95;8.95;10.29
75015;CHÁNDAL SOFTEE VARANASI HOMBRE -S/XXL- NEGRO/AMARILLO FLÚOR, NEGRO/BLANCO, ROJO/MARINO, MARINO/ROYAL-;11.5;11.5;13.23
75016;CHÁNDAL SOFTEE VARANASI NIÑO -4/14- NEGRO/AMARILLO FLÚOR, NEGRO/BLANCO, ROJO/MARINO, MARINO/ROYAL-;5.95;5.95;6.84
75021;CHANDAL SOFTEE TEAM  ADULTO -S/XXL- AMARILLO FLÚOR/NEGRO, NEGRO/BLANCO-;13.95;13.95;16.04
75022;CHANDAL SOFTEE TEAM  INFANTIL -6/14-  AMARILLO FLÚOR/NEGRO, NEGRO/BLANCO-;9.95;9.95;11.44
75024;CHÁNDAL SOFTEE VARANASI MUJER -XS-XL-;11.5;11.5;13.23
75025;CHÁNDAL SOFTEE VARANASI NIÑA -4/14-;5.95;5.95;6.84
75151;CAMISETA TÉRMICA SOFTEE BUBBLE ADULTO -XS/S, M/L, XL/XXL- BLANCO, MARINO, NEGRO, AMARILLO FLÚOR-;5.35;5.35;6.15
75152;CAMISETA TÉRMICA SOFTEE BUBBLE INFANTIL -4/6, 8/10, 12/14- BLANCO, MARINO, NEGRO, AMARILLO FLÚOR-;5.35;5.35;6.15
75153;PANTALÓN TÉRMICO SOFTEE BUBBLE ADULTO -XS/S, M/L, XL/XXL- ROJO, ROYAL, MARINO-;5.35;5.35;6.15
75154;PANTALÓN TÉRMICO SOFTEE BUBBLE INFANTIL-4/6, 8/10, 12/14- ROJO, ROYAL, MARINO-;5.35;5.35;6.15
75222;JACKET SOFTEE FREEDOM HOMBRE-TALLAS S,M,L,XL,XXL- ROJO, VERDE, MARINO;16.95;16.95;19.49
75223;JACKET SOFTEE FREEDOM NIÑA-TALLAS 6,8,10,12,14- ;15.95;15.95;18.34
75224;JACKET SOFTEE FREEDOM MUJER-TALLAS XS,S,M,L,XL-  ;16.95;16.95;19.49
75225;JACKET SOFTEE FREEDOM NIÑO-TALLAS 6,8,10,12,14- ROJO, VERDE, MARINO;15.95;15.95;18.34
75226;JACKET SOFTEE KILIAN HOMBRE -S/XXL- ;16.5;16.5;18.98
75227;JACKET SOFTEE KILIAN NIÑO -6/14-;16.5;16.5;18.98
75228;JACKET SOFTEE KILIAN MUJER -XS/XL-;16.5;16.5;18.98
75229;JACKET SOFTEE KILIAN NIÑA -6/14-;16.5;16.5;18.98
75230;JACKET 3/4 SOFTEE MERLÍN ADULTO -XS/XXL-;25.98;25.98;29.88
75231;SOFTSHELL JACKET SOFTEE REGIS HOMBRE -S/XXL- MARINO, ROYAL, ROJO, NEGRO, AMARILLO FLÚOR-;13.9;13.9;15.99
75232;SOFTSHELL JACKET SOFTEE REGIS MUJER -XS-XL-;13.9;13.9;15.99
75233;SOFTSHELL JACKET SOFTEE REGIS NIÑO -6/14- MARINO, ROYAL, ROJO, NEGRO, AMARILLO FLÚOR-;11.9;11.9;13.69
75234;SOFTSHELL JACKET SOFTEE REGIS NIÑA -6/14-;11.9;11.9;13.69
75402;ANORAK SOFTEE FULL NEW ADULTO -S/XXL- NEGRO, MARINO, ROYAL, ROJO-;13.5;13.5;15.53
75403;ANORAK SOFTEE FULL NEW INFANTIL -4/14-  NEGRO, MARINO, ROYAL, ROJO-;13.5;13.5;15.53
75533;SUDADERA PADEL SOFTEE PREMIUM INFANTIL -6/14-;9.9;9.9;11.39
75534;SUDADERA SOFTEE GAMES HOMBRE S/XXL- COLORES VARIADOS;6.5;6.5;7.48
75535;SUDADERA SOFTEE GAMES MUJER-XS/XL -NEGRO, VERDE, ROSA, MARINO, GRIS, BURDEOS-;6.5;6.5;7.48
75536;CHAQUETA SOFTEE ORIGINAL HOMBRE -S/XXL-NEGRO, GRIS, BLANCO, ROJO, MARINO, VERDE MILITAR-;8.95;8.95;10.29
75537;CHAQUETA SOFTEE ORIGINAL MUJER -XS/XL- ROSA, BURDEOS, NEGRO, GRIS-;8.95;8.95;10.29
75551;SUDADERA SOFTEE OWEN ADULTO -S/XXL- NEGRO, ROJO, MARINO, ROYAL, GRIS VIGORÉ-;6.25;6.25;7.19
75552;SUDADERA SOFTEE OWEN INFANTIL -4/14- NEGRO, ROJO, MARINO, ROYAL, GRIS VIGORÉ-;6.25;6.25;7.19
75553;SUDADERA SOFTEE KELVIN ADULTO -S/XXL- NEGRO, ROJO, MARINO, ROYAL, GRIS VIGORÉ-;7.25;7.25;8.34
75554;SUDADERA SOFTEE KELVIN INFANTIL 4/14- NEGRO, ROJO, MARINO, ROYAL, GRIS VIGORÉ-;7.25;7.25;8.34
75555;SUDADERA SOFTEE TEAM ADULTO -S/XXL- NEGRO/BLANCO, NEGRO/AMARILLO, MARINO/ROYAL, ROJO/BLANCO-;6.5;6.5;7.48
75556;SUDADERA SOFTEE TEAM INFANTIL -6/14- NEGRO/BLANCO, NEGRO/AMARILLO, MARINO/ROYAL, ROJO/BLANCO-;6.5;6.5;7.48
75557;SUDADERA SOFTEE ELEGANT ADULTO -TALLAS S,M,L,XL,XXL-;7.35;7.35;8.45
75558;SUDADERA SOFTEE ELEGANT INFANTIL-TALLAS 6,8,10,12,14-;6.95;6.95;7.99
75559;CHAQUETA SOFTEE ELEGANT ADULTO -TALLAS S,M,L,XL,XXL-;8.35;8.35;9.6
75560;CHAQUETA SOFTEE ELEGANT INFANTIL-TALLAS 6,8,10,12,14-;7.95;7.95;9.14
75700;PANTALÓN CORTO SOFTEE FULL PORTERO INFANTIL -4/6, 8/10, 12/14- NEGRO, ROJO, CELESTE-;5.88;5.88;6.76
75701;PANTALÓN CORTO SOFTEE FULL PORTERO -S/XXL- NEGRO, ROJO, CELESTE-;5.88;5.88;6.76
75704;PANTALÓN SOFTEE FULL ADULTO -S/XXL- NEGRO, BLANCO, ROYAL, AMARILLO-;2.5;2.5;2.88
75705;PANTALÓN SOFTEE FULL INFANTIL -4/14- NEGRO, BLANCO, ROYAL, AMARILLO-;2.5;2.5;2.88
75706;PANTALÓN CORTO SOFTEE PRIMAX HOMBRE -S/XXL- BLANCO/ AMARILLO FLÚOR, NEGRO/ AMARILLO FLÚOR, NEGRO/ CORAL FLÚOR, BLANCO/CORAL FLÚOR-;3.5;3.5;4.03
75707;PANTALÓN CORTO SOFTEE PRIMAX NIÑO -4/14- BLANCO/ AMARILLO FLÚOR, NEGRO/ AMARILLO FLÚOR, NEGRO/ CORAL FLÚOR, BLANCO/CORAL FLÚOR-;3.5;3.5;4.03
75711;PANTALÓN SOFTEE FULL POCKETS ADULTO -S/XXL- NEGRO, BLANCO, MARINO-;3.95;3.95;4.54
75712;PANTALÓN SOFTEE FULL POCKETS INFANTIL -4/14- NEGRO, BLANCO, MARINO-;3.95;3.95;4.54
75713;PANTALÓN SOFTEE BASKET RO ADULTO -S/XXL- NEGRO/AMARILLO FLÚOR, ROYAL/BLANCO, CORAL/CELESTE-;4.95;4.95;5.69
75714;PANTALÓN SOFTEE BASKET RO INFANTIL -6/14- NEGRO/AMARILLO FLÚOR, ROYAL/BLANCO, CORAL/CELESTE-;4.95;4.95;5.69
75801;PANTALÓN DETROIT ADULTO-TALLAS S,M,L,XL,XXL- NEGRO, MARINO, GRIS, AZUL, GRIS CLARO, GRIS OSCURO;6.25;6.25;7.19
75802;PANTALÓN DETROIT INFANTIL-TALLAS 6,8,10,12,14- NEGRO, MARINO, GRIS CLARO;6.25;6.25;7.19
75847;BERMUDA ONIX HOMBRE-TALLAS S,M,L,XL,XXL- NEGRO, ROJO, ROYAL, MARINO, VIGORÉ OSCURO, VIGORÉ CLARO,VERDE MILITAR;4.95;4.95;5.69
75848;BERMUDA ONIX NIÑO-TALLAS 6,8,10,12,14-  ROJO, ROYAL, MARINO, VIGORÉ CLARO, VERDE MILITAR;4.5;4.5;5.18
75849;PANTALÓN OKLAHOMA ADULTO-TALLAS S,M,L,XL,XXL- VERDE/MARINO, GRIS/NEGRO, NEGRO/GRIS;7.69;7.69;8.84
75850;PANTALÓN OKLAHOMA INFANTIL-TALLAS 6,8,10,12,14- VERDE/MARINO, GRIS/NEGRO, NEGRO/GRIS;7.69;7.69;8.84
75851;PANTALÓN MANHATTAN NEW-NEGRO, MARINO, VERDE, ROYAL-;5.7;5.7;6.56
75856;PANTALÓN MOUNTAIN ADULTO-TALLAS S,M,L,XL,XXL- NEGRO, MARINO, GRIS CLARO, ROYAL-;7.95;7.95;9.14
75857;PANTALÓN MOUNTAIN INFANTIL-TALLAS 6,8,10,12,14- NEGRO, MARINO, GRIS CLARO, ROYAL-;7.25;7.25;8.34
75860;PANTALÓN CORTO SOFTEE PRIMAX NEW HOMBRE-S/XXL- BLANCO/AMARILLO FLÚOR, NEGRO/ AMARILLO FLÚOR, NEGRO/ CORAL FLÚOR-;2.95;2.95;3.39
75861;PANTALÓN CORTO SOFTEE PRIMAX NEW NIÑO -4/14- BLANCO/AMARILLO FLÚOR, NEGRO/ AMARILLO FLÚOR, NEGRO/ CORAL FLÚOR-;2.95;2.95;3.39
75862;PANTALÓN SOFTEE ELEGANT ADULTO -TALLAS S,M,L,XL,XXL-;6.95;6.95;7.99
75863;PANTALÓN SOFTEE ELEGANT INFANTIL-TALLAS 6,8,10,12,14-;6.75;6.75;7.76
75866;PANTALÓN DILAN ADULTO;6.5;6.5;7.48
75867;PANTALÓN DILAN INFANTIL;5.5;5.5;6.33
75868;PANTALÓN TRISTÁN ADULTO -S/XXL-;5.5;5.5;6.33
75869;PANTALÓN TRISTÁN INFANTIL ;3.75;3.75;4.31
75950;BAÑADOR VENICE BEACH HOMBRE-TALLAS S,M,L,XL,XXL- NEGRO, ROJO, AZUL, VERDE MILITAR;4.95;4.95;5.69
75951;BAÑADOR VENICE BEACH NIÑO-TALLAS 6,8,10,12,14-  ROJO,AZUL;4.5;4.5;5.18
76018;GYMSAC EXTREME - NEGRO, VIOLETA, PISTACHO-;7.5;8.25;9
76023;MOCHILA SOFTEE LEGEND - NEGRO/ROJO, NEGRO/VERDE, NEGRO/AZUL-;8.95;9.85;10.74
76024;MOCHILA SOFTEE CYCLON - GRIS/ROYAL, GRIS/AMARILLO FLÚOR, GRIS/NARANJA FLÚOR-;9.95;10.95;11.94
76026;MOCHILA/ZAPATILLERO SOFTEE TEAM COMPLET -NEGRO, MARINO/ROYAL-;8.95;9.85;10.74
76028;MOCHILA TREKKING 50L SOFTEE CLIMBER -NEGRO, ROJO, AZUL;14.95;16.45;17.94
76029;MOCHILA TREKKING 65L SOFTEE CLIMBER -NEGRO, ROJO, AZUL;16.95;18.65;20.34
76030;MOCHILA SOFTEE COMPUTER - NEGRO, GRIS-;9.95;10.95;11.94
76031;MOCHILA SOFTEE FREE - NEGRO, ROJO, GRIS-;2.55;2.81;3.06
76032;BANDOLERA SOFTEE MODELL - NEGRO, GRIS-;5.95;6.55;7.14
76033;BOLSA DE DEPORTE SOFTEE TRAVELLING - NEGRO, GRIS, AZUL-;8.99;9.89;10.79
76034;BOLSA DE DEPORTE SOFTEE TOTAL - NEGRO, GRIS, AZUL-;6.99;7.69;8.39
76035;MOCHILA SOFTEE SPORTS - NEGRO, VERDE, GRIS, AZUL-;7.45;8.2;8.94
76036;MOCHILA SOFTEE ENJOY - NEGRO, MARINO, ROSA-;7.45;8.2;8.94
76097;NECESER SOFTEE TRAVEL 1.0 -MARINO, BURDEOS-;2.99;3.29;3.59
76098;NECESER SOFTEE TRAVEL 2.0 - MARINO-;2.99;3.29;3.59
76099;NECESER SOFTEE TRAVEL 3.0 - NEGRO-;2.99;3.29;3.59
76100;SET SOFTEE PLAY ADULTO - S/XXL- AZUL/NEGRO, ROJO/NEGRO, VERDE/NEGRO-;7.95;7.95;9.14
76101;SET SOFTEE PLAY INFANTIL -6/14- AZUL/NEGRO, ROJO/NEGRO, VERDE/NEGRO-;7.95;7.95;9.14
76103;SET SOFTEE PREMIER ADULTO -S/XXL- ;9.5;9.5;10.93
76104;SET SOFTEE MATCH ADULTO -S/XXL-BLANCO/MARINO, AMARILLO FLÚOR/ NEGRO-;7.95;7.95;9.14
76105;SET SOFTEE LEADER ADULTO -S/XXL- NARANJA/NEGRO, AMARILLO FLÚOR/ NEGRO, BLANCO/NEGRO, GRIS/NEGRO, ROJO/NEGRO, ROYAL/ NEGRO, CELESTE/NEGRO, VERDE/NEGRO-;9.95;9.95;11.44
76106;SET SOFTEE LEADER INFANTIL -6/14- NARANJA/NEGRO, AMARILLO FLÚOR/ NEGRO, BLANCO/NEGRO, GRIS/NEGRO, ROJO/NEGRO, ROYAL/ NEGRO, CELESTE/NEGRO, VERDE/NEGRO-;9.95;9.95;11.44
76108;SET SOFTEE PREMIER INFANTIL -6/14-;9.5;9.5;10.93
76675;DISTINTIVO CAPITÁN SOFTEE -BLANCO, VERDE, AMARILLO-;0.88;0.97;1.06
76676;DISTINTIVO DELEGADO SOFTEE -AMARILLO, VERDE, ROJO, BLANCO, AMARILLOFLÚOR, NARANJA FLÚOR-;0.94;1.03;1.13
76700;PAR CALCETIN ALTO SOFTEE PADEL -27/30, 31/34, 35/38, 39/42, 43/46- BLANCO, NEGRO-;1.95;1.95;2.24
76701;PAR CALCETIN TOBILLERO SOFTEE -27/30, 31/34, 35/38, 39/42, 43/46-;1.75;1.75;2.01
76704;CALCETIN SOFTEE WALK MEDIA CAÑA-NÚMEROS 35-38,39-42,43-46-NEGRO, BLANCO, AMARILLO FLÚOR, AZUL;1.25;1.25;1.44
76705;CALCETINES SOFTEE MEDIA CAÑA PREMIUM -35/38, 39/42, 43/46- AMARILLO FLÚOR/ NEGRO, NEGRO/BLANCO, BLANCO/NEGRO, ROJO/NEGRO-;1.45;1.45;1.67
76706;CALCETIN SOFTEE SYMPHONY MEDIA CAÑA-NÚMEROS 35-38,39-42 MULTICOLOR;0.49;0.49;0.56
76750;PAR MEDIAS FUTBOL SOFTEE -25/29, 34/34, 35/40, 41/46- NEGRO, ROJO, BLANCO, ROYAL, CELESTE, MARINO, AMARILLO FLÚOR, NARANJA FLÚOR-;1.75;1.75;2.01
77000;CAMISETA SOFTEE FULL HOMBRE -S/XXL- BLANCO/ROYAL, ROYAL/ BLANCO, AMARILLO FLÚOR/NEGRO, NARANJA FLÚOR/NEGRO, ROJO/BLANCO, NEGRO/BLANCO, MARINO/BLANCO-;2.7;2.7;3.11
77001;CAMISETA SOFTEE FULL NIÑO -4/14-  BLANCO/ROYAL, ROYAL/ BLANCO, AMARILLO FLÚOR/NEGRO, NARANJA FLÚOR/NEGRO, ROJO/BLANCO, NEGRO/BLANCO, MARINO/BLANCO-;2.7;2.7;3.11
77002;CAMISETA SOFTEE FULL MUJER -XS/XL- VIOLETA, CORAL-;2.7;2.7;3.11
77003;CAMISETA SOFTEE FULL NIÑA -6/14- VIOLETA, CORAL-;2.7;2.7;3.11
77010;CAMISETA SOFTEE FULL PORTERO INFANTIL -4/6, 8/10, 12/14- NEGRO/AMARILLO FLÚOR, ROJO/NEGRO, CELESTE/MARINO-;7.95;7.95;9.14
77011;CAMISETA SOFTEE FULL PORTERO -S/XXL- NEGRO/AMARILLO FLÚOR, ROJO/NEGRO, CELESTE/MARINO-;7.95;7.95;9.14
77016;PETO SOFTEE UNISEX -JR, JUVENIL, SR - NEGRO, ROJO, BLANCO, VERDE, AMARILLO, NARANJA, MARINO, AMARILLO FLÚOR, AZUL, AZUL FLÚOR, CORAL FLÚOR-;1.5;1.65;1.8
77018;PETO REVERSIBLE UNISEX -JR, JUVENIL, SR - NARANJA/NEGRO, VERDE/ AMARILLO, AZUL/ ROJO, NEGRO/ AMARILLO FLÚOR-;2.99;3.29;3.59
77025;CAMISETA SOFTEE GALAXY HOMBRE -S/XXL- BLANCO/AMARILLO FLÚOR, NEGRO/ AMARILLO FLÚOR, NEGRO/ CORAL FLÚOR, AMARILLO FLÚOR/NEGRO, CORAL FLÚOR/ NEGRO, BLANCO/ VERDE FLÚOR-;3.5;3.5;4.03
77026;CAMISETA SOFTEE GALAXY NIÑO -4/14- BLANCO/AMARILLO FLÚOR, NEGRO/ AMARILLO FLÚOR, NEGRO/ CORAL FLÚOR, AMARILLO FLÚOR/NEGRO, CORAL FLÚOR/ NEGRO, BLANCO/ VERDE FLÚOR-;3.5;3.5;4.03
77027;CAMISETA SOFTEE GALAXY MUJER -XS/XL- NEGRO/CORAL FLÚOR, CORAL FLÚOR NEGRO, FUCSIA/ BLANCO-;3.5;3.5;4.03
77028;CAMISETA SOFTEE GALAXY NIÑA -6/14- NEGRO/CORAL FLÚOR, CORAL FLÚOR NEGRO, FUCSIA/ BLANCO-;3.5;3.5;4.03
77029;CAMISETA SOFTEE TIPEX HOMBRE -S/XXL- BLANCO/AMARILLO FLÚOR, NEGRO/ AMARILLO FLÚOR, BLANCO/ CORAL FLÚOR-;3.9;3.9;4.49
77030;CAMISETA SOFTEE TIPEX NIÑO -6/14-  BLANCO/AMARILLO FLÚOR, NEGRO/ AMARILLO FLÚOR, BLANCO/ CORAL FLÚOR-;3.9;3.9;4.49
77031;CAMISETA SOFTEE TIPEX MUJER -XS/XL- NEGRO/ CORAL FLÚOR, CORAL FLÚOR/NEGRO, FUCSIA/ BLANCO-;3.9;3.9;4.49
77032;CAMISETA SOFTEE TIPEX NIÑA -6/14- NEGRO/ CORAL FLÚOR, CORAL FLÚOR/NEGRO, FUCSIA/ BLANCO-;3.9;3.9;4.49
